Idea Id,Cost Reduction Idea,Proposal Image Path,MGI Gross Saving,Way Forward,Estimated Cost Savings,MGI Carline,Saving Value (INR),Weight Saving (Kg),Status,Dept,KD/LC,Idea ID,Proposal,Imp,Saving Value,Responsibility,Date
VAVE-SWI-041,Change from Dual Lock fasteners (DLF) to Clips type mechanism  ,None,INR 0.0,nan,None,None,INR 0.0,0.00,NG,nan,"KD/LC    LC
KD/LC    LC
Name: 16, dtype: object",VAVE-SWI-041,Change from Dual Lock fasteners (DLF) to Clips type mechanism  ,nan,INR 0.0,nan,nan
2311-EX-ID-01,"1. Remove the rubber hanger from the extension pipe near the resonator, along with its associated mounting points, and rearrange the other hangers as shown in the figure.
2. Relocate the hangers mounted on the resonator to the top and bottom of the resonator (onto the exhaust pipe and the extension pipe)",209.jpg,INR 0.0,nan,"The evaluation is done before teardown, the values will change after the costing,
1. Per Kg cost of EPDM - INR 500 (assumption)
2. Per Kg rate of Steel - INR 180 (assumption)
3. Per M cost of 5mm Arc Weld - INR 75 (assumption)
4. The current weight of the rubber hanger - 42g
5. The estimated weight saved after removal - 42g (assumption)
6. The current weight of the mounting points - 65 + 45 = 110g
7. The estimated weight saved after removal - 110g (assumption)
8. The current weight of the weld - 15g 
9. The estimated weight saved after removal - 15g (assumption)
10. The estimated cost savings on the rubber hanger - INR 21
11. The estimated cost savings on the mounting points - INR 19.8
12. The estimated cost savings on the welds - INR 13 (assumption)

13. The total weight saved - 42 + 110 + 15 = 167g
14. The total cost saved - 21 + 19.8 + 13 = INR 53.8",nan,INR 136.0,0.02,NG,nan,KD,2311-EX-ID-01,"1. Remove the rubber hanger from the extension pipe near the resonator, along with its associated mounting points, and rearrange the other hangers as shown in the figure.
2. Relocate the hangers mounted on the resonator to the top and bottom of the resonator (onto the exhaust pipe and the extension pipe)",nan,INR 136.0,nan,nan
VAVE-SWI-076,Delete ventilation feature from LV3,None,INR 0.0,Prepare one-pager,None,None,INR 0.0,0.00,TBD,VAVE,"KD/LC     LC
KD/LC    NaN
Name: 39, dtype: object",VAVE-SWI-076,Delete ventilation feature from LV3,Prepare one-pager,INR 0.0,Ratnadeep,2024-06-18 00:00:00
2311-IP-ID-08,Redesign the mounting points allocated for the fasteners on the ambient light lenses reducing it's length to 15mm across all points and removing the locators,36.jpg,INR 0.0,nan,"The evaluation is done before teardown, the values will change after the costing,
1. Per Kg rate of PC - INR 361.63
2. The current combined weight of the lenses = 39.79 + 18.45 + 11.15 = 69.39g
3. The estimated combined weight after redesigning = 31.6 + 10.4 + 9.1 = 51.1g
4. The estimated weight saved = 69.39 - 51.1 = 18.29g
5. The estimated cost saved = INR 6.61",nan,INR 76.0,0.02,TBD,nan,KD,2311-IP-ID-08,Redesign the mounting points allocated for the fasteners on the ambient light lenses reducing it's length to 15mm across all points and removing the locators,nan,INR 76.0,nan,nan
2311-BIW-ID-07,Reduce the Paint Coating Thickness of the highlighted Roof Side BiW Panels from 120 - 130μm to 100 - 110μm,133.jpg,INR 0.0,nan,"The evaluation is done before teardown, the values will change after the costing,
1. Per Sq.M rate of Automotive Grade Paint Coating (100 - 110μm) - INR 79(assumed)
2. Per Sq.M rate of Automotive Grade Paint Coating (120 - 130μm) - INR 103.54(assumed)
3. The surface area of the Roof Side Panels = 0.276*2 = 0.552m2
4. The current cost to paint the structure = INR 57.15
5. The estimated cost = INR 43.60

6. The estimated weight saved = Nil
7. The estimated cost saved = 57.15 - 43.60 = INR 13.55",nan,INR 71.0,0.00,TBD,nan,nan,2311-BIW-ID-07,Reduce the Paint Coating Thickness of the highlighted Roof Side BiW Panels from 120 - 130μm to 100 - 110μm,nan,INR 71.0,nan,nan
2311-EX-ID-03,Replace Palladium (Pd) used in coating the ceramic substrate within the catalytic converter of MGI with Praseodymium (Pr) as used in KIA,210.jpg,INR 0.0,nan,"The evaluation is done before teardown, the values will change after the costing,
1. Per Kg rate of Palladium - INR 25,31,840
2. Per Kg rate of Praseodymium - INR 1,64,620
3. Weight of Palladium used - 1.54g
4. The overall cost of Palladium used - INR 3899.03
5. Weight of Praseodymium required - 6.56g
6. The overall cost of Praseodymium required - INR 1079.90
7. The estimated cost saved - INR 2819.13
8. Implementation cost = 20% of the saving value 2819.13
9. Final cost saving = INR 2256",nan,INR 96.0,0.00,NG,nan,KD,2311-EX-ID-03,Replace Palladium (Pd) used in coating the ceramic substrate within the catalytic converter of MGI with Praseodymium (Pr) as used in KIA,nan,INR 96.0,nan,nan
VAVE-SWI-077,Change ventilated Insert PVC with muller lamination to Mesh foam lamination,None,INR 0.0,Confirm YFS feasibility,None,None,INR 0.0,0.00,TBD,PSCM,"KD/LC     LC
KD/LC    NaN
Name: 40, dtype: object",VAVE-SWI-077,Change ventilated Insert PVC with muller lamination to Mesh foam lamination,Confirm YFS feasibility,INR 0.0,Akhil,2024-06-26 00:00:00
2311-ET-ID-01,Replace PP-T30 with PP in the manufacture of Rear LH Wheel Guard Trim,189.jpg,INR 0.0,nan,"The evaluation is done before teardown, the values will change after the costing,
1. Per Kg rate of PP-T30 = INR 220 (assumed)
2. Per Kg rate of PP = INR 180 (assumed)
3. The current weight of the trims on the rear - 773g
4. The estimated weight of the proposed trims on the rear - 628.06g
5. The estimated weight saved = (773 - 628.06) = 144.94g
6. The current cost of the trims on the rear - INR 170.06
7. The estimated cost of the proposed trims on the rear - INR 113.05
8. The estimated cost saved = (170.06 - 113.05) = INR 57.01",nan,INR 70.0,0.11,NG,nan,LC,2311-ET-ID-01,Replace PP-T30 with PP in the manufacture of Rear LH Wheel Guard Trim,nan,INR 70.0,nan,nan
2311-PRODUCT-ID-23,Redesign the Tailgate Bumper Stops in MGI into an 'L' shape reducing the length from 74mm to 40mm,12.jpg,INR 0.0,"1. Confirm with homeroom
2. Confirm for cost saving and tooling requirement.Homeroom ideas to be bunched up and taken up for implementation at program level
","The evaluation is done before teardown, the values will change after the costing
1. Per Kg rate of PA-66 - INR 450 (assumed)
2. Current weight of the bumper stop - body frame - 99g
3. Current cost of the bumper stop - INR 44.55
4. Assumed weight of the proposed bumper stop - 70g
5. The cost of the proposed bumper stop - INR 31.5
6. The estimated weight saved - 99-70 = 29*2 = 58g (both ends)
7. The estimated cost saved - 44.55 - 31.5 = 13.05*2 = INR 26.1 (both ends)

8. Per Kg rate of bolts - INR 150
9. Assumed weight of the proposed M4 bolts - 5*4 = 20g
10. The estimated cost of the bolts - 0.75*4 = INR 3

11. The total weight saved = 58 - 20 = 38g
12. The total cost saved =  26.1 - 3 = INR 23.1",nan,INR 71.0,0.04,NG,PE/ Finance,KD,2311-PRODUCT-ID-23,Redesign the Tailgate Bumper Stops in MGI into an 'L' shape reducing the length from 74mm to 40mm,"1. Confirm with homeroom
2. Confirm for cost saving and tooling requirement.Homeroom ideas to be bunched up and taken up for implementation at program level
",INR 71.0,"1.Himanshu
2. Sruhti",nan
VAVE-SWI-083,"D90, Astor, ZSEV - Back penal PP sheet localization",None,INR 50.0,nan,None,None,INR 0.0,0.00,HOLD,nan,"KD/LC     LC
KD/LC    NaN
Name: 46, dtype: object",VAVE-SWI-083,"D90, Astor, ZSEV - Back penal PP sheet localization",nan,INR 0.0,nan,nan
