Idea Id,Cost Reduction Idea,Proposal Image Path,MGI Gross Saving,Way Forward,Estimated Cost Savings,MGI Carline,Saving Value (INR),Weight Saving (Kg),Status,Dept,KD/LC,Idea ID,Proposal,Imp,Saving Value,Responsibility,Date
2311-PRODUCT-ID-01,Replace the dual LED lamps used for rear license plate illumination with a pair of single LED lamps.,,,N/A,,,INR 68.00,0.03,NG,PE,,2311-PRODUCT-ID-01,Replace the dual LED lamps used for rear license plate illumination with a pair of single LED lamps.,N/A,INR 68.00,N/A,N/A
2311-PRODUCT-ID-02,"Replace the Plastic Caps mounted onto the doors, hood, and tailgate (total 14) with adhesive stickers.",,,N/A,,,INR 130.00,0.02,NG,nan,,2311-PRODUCT-ID-02,"Replace the Plastic Caps mounted onto the doors, hood, and tailgate (total 14) with adhesive stickers.",N/A,INR 130.00,N/A,N/A
2311-PRODUCT-ID-03,Replace the rubber bushes used on the wiper blade mounting bolts with the plastic protective cap.,,,N/A,,,INR 126.00,0.02,NG,nan,,2311-PRODUCT-ID-03,Replace the rubber bushes used on the wiper blade mounting bolts with the plastic protective cap.,N/A,INR 126.00,N/A,N/A
2311-PRODUCT-ID-04,Replace the Steel-Fuel Filler Door Assembly in MGI with a plastic assembly as in KIA.,,,N/A,,,INR 124.00,0.07,NG,nan,,2311-PRODUCT-ID-04,Replace the Steel-Fuel Filler Door Assembly in MGI with a plastic assembly as in KIA.,N/A,INR 124.00,N/A,N/A
2311-PRODUCT-ID-05,Reduce the projection of the 'HECTOR' badging on the tailgate at the rear end of the car from 4mm to 2.5mm,,,N/A,,,INR 135.00,0.02,NG,Finance,,2311-PRODUCT-ID-05,Reduce the projection of the 'HECTOR' badging on the tailgate at the rear end of the car from 4mm to 2.5mm,N/A,INR 135.00,N/A,N/A
2311-PRODUCT-ID-06,"Change the design of the lug nut used in MGI with the design of the lug nut used in KIA.
Wheel lug nut in MGI-
Overall length - 31.3mm
Thread length - 27.95mm
Wheel lug nut in KIA-
Overall length - 27.5mm
Thread length - 15mm",,,N/A,,,INR 50.00,0.42,NG,nan,,2311-PRODUCT-ID-06,"Change the design of the lug nut used in MGI with the design of the lug nut used in KIA.
Wheel lug nut in MGI-
Overall length - 31.3mm
Thread length - 27.95mm
Wheel lug nut in KIA-
Overall length - 27.5mm
Thread length - 15mm",N/A,INR 50.00,N/A,N/A
2311-PRODUCT-ID-08,Use adhesives to glue the NVH Foam onto the engine cover instead of using steel holders on provisions,,,N/A,,,INR 99.00,0.02,NG,nan,,2311-PRODUCT-ID-08,Use adhesives to glue the NVH Foam onto the engine cover instead of using steel holders on provisions,N/A,INR 99.00,N/A,N/A
2311-PRODUCT-ID-10,Reduce the length of the Seat Release Straps found on the second and third-row seats,,,N/A,,,INR 86.00,0.09,NG,nan,,2311-PRODUCT-ID-10,Reduce the length of the Seat Release Straps found on the second and third-row seats,N/A,INR 86.00,N/A,N/A
2311-PRODUCT-ID-13,Eliminate the plastic trim provided around the bottom anchor point at the driver side seatbelt and follow the same methodology provided at the co-driver's side.,,,N/A,,,INR 141.00,0.03,NG,nan,,2311-PRODUCT-ID-13,Eliminate the plastic trim provided around the bottom anchor point at the driver side seatbelt and follow the same methodology provided at the co-driver's side.,N/A,INR 141.00,N/A,N/A
2311-PRODUCT-ID-15,De-content the rubber seal provided on the roller arm of each door,,,N/A,,,INR 122.00,0.01,NG,nan,,2311-PRODUCT-ID-15,De-content the rubber seal provided on the roller arm of each door,N/A,INR 122.00,N/A,N/A
2311-PRODUCT-ID-18,Reduce the diameter of the Headrest Rods from 12.6mm to 10mm,,,N/A,,,INR 141.00,0.15,NG,Finance,,2311-PRODUCT-ID-18,Reduce the diameter of the Headrest Rods from 12.6mm to 10mm,N/A,INR 141.00,N/A,N/A
2311-PRODUCT-ID-19,Utilize the single-piece rubber hose instead of the 2-piece rubber hose with a plastic T-connector.,,,N/A,,,INR 104.00,0.04,NG,nan,,2311-PRODUCT-ID-19,Utilize the single-piece rubber hose instead of the 2-piece rubber hose with a plastic T-connector.,N/A,INR 104.00,N/A,N/A
2311-PRODUCT-ID-20,Reduce the height of the Headrest Rod Receptacle from 11.4mm to 8.5mm,,,N/A,,,INR 66.00,0.03,NG,Finance,,2311-PRODUCT-ID-20,Reduce the height of the Headrest Rod Receptacle from 11.4mm to 8.5mm,N/A,INR 66.00,N/A,N/A
2311-PRODUCT-ID-21,"De-content the Spacer Plates mounted onto the door frame and if required, increase the length of the latch receiver on the Striker Plate to ensure the doors close smoothly and securely",,,N/A,,,INR 65.00,0.09,NG,PE,,2311-PRODUCT-ID-21,"De-content the Spacer Plates mounted onto the door frame and if required, increase the length of the latch receiver on the Striker Plate to ensure the doors close smoothly and securely",N/A,INR 65.00,N/A,N/A
2311-PRODUCT-ID-22,De-content the plastic support trims found within the storage pocket flaps behind the LH and RH front seats,,,N/A,,,INR 108.00,0.09,NG,PE,,2311-PRODUCT-ID-22,De-content the plastic support trims found within the storage pocket flaps behind the LH and RH front seats,N/A,INR 108.00,N/A,N/A
2311-PRODUCT-ID-23,Redesign the Tailgate Bumper Stops in MGI into an 'L' shape reducing the length from 74mm to 40mm,,,N/A,,,INR 71.00,0.04,NG,PE/ Finance,,2311-PRODUCT-ID-23,Redesign the Tailgate Bumper Stops in MGI into an 'L' shape reducing the length from 74mm to 40mm,N/A,INR 71.00,N/A,N/A
2311-PRODUCT-ID-24,Eliminate the hooks from the receptacle trims found on the RH side of the headrest assemblies reducing the overall length from 53.3mm to 40mm,,,N/A,,,INR 64.00,0.02,NG,nan,,2311-PRODUCT-ID-24,Eliminate the hooks from the receptacle trims found on the RH side of the headrest assemblies reducing the overall length from 53.3mm to 40mm,N/A,INR 64.00,N/A,N/A
2311-PRODUCT-ID-25,Reduce the overall length of the Windshield Washer Fluid Reservoir neck by 30mm,,,N/A,,,INR 69.00,0.02,NG,nan,,2311-PRODUCT-ID-25,Reduce the overall length of the Windshield Washer Fluid Reservoir neck by 30mm,N/A,INR 69.00,N/A,N/A
2311-AI-ID-01,Route the air filter bypass hose through the left of the engine assembly (left of the engine oil inlet) and thereby reduce 220mm in length.,,,N/A,,,INR 71.00,0.10,NG,nan,,2311-AI-ID-01,Route the air filter bypass hose through the left of the engine assembly (left of the engine oil inlet) and thereby reduce 220mm in length.,N/A,INR 71.00,N/A,N/A
2311-AI-ID-02,Replace PP-T20 with PP-TD30 in the manufacture of the Air Filter Upper and Bottom Casings within the air intake assembly of the vehicle,,,N/A,,,INR 105.00,0.02,NG,nan,,2311-AI-ID-02,Replace PP-T20 with PP-TD30 in the manufacture of the Air Filter Upper and Bottom Casings within the air intake assembly of the vehicle,N/A,INR 105.00,N/A,N/A
