Idea Id,Cost Reduction Idea,Proposal Image Path,MGI Gross Saving,Way Forward,Estimated Cost Savings,MGI Carline,Saving Value (INR),Weight Saving (Kg),Status,Dept,KD/LC,Idea ID,Proposal,Imp,Saving Value,Responsibility,Date
2311-IP-ID-11,Replace PC-ABS with PP-TD40 in the manufacture of the Front-Row Air Vent Casings in MGI,NaN,INR 0.0,Potential saving evaluation of RM level is required to take this with SGMW for further discussions.,"The evaluation is done before teardown, the values will change after the costing,
1. Per Kg rate of PC-ABS - INR 311.17 (assumed)
2. Per Kg rate of PP-TD40 - INR 170 (assumed)
3. The current weight of the driver-side LH trim - 75.9g
4. The estimated weight of the proposed trim - 66.1g
5. The current weight of the driver-side RH trim - 80g
6. The estimated weight of the proposed trim - 69.72g
7. The estimated weight saved on the driver's side = 75.9 - 66.1 + 80 - 69.72 = 9.8 + 10.27 = 20.07g
8. The current weight of the co-driver-side LH trim - 62.3g
9. The estimated weight of the proposed trim - 54.29g
10. The current weight of the co-driver-side RH trim - 76.4g
11. The estimated weight of the proposed trim - 66.5g
12. The estimated weight saved on the co-driver side - 62.3 - 54.29 + 76.4 - 66.5 = 8.01 + 9.9 = 17.91g
13. The current cost of the driver-side LH trim - INR 23.61
14. The estimated cost of the proposed trim - INR 11.23
15. The current cost of the driver-side RH trim - INR 24.89
16. The estimated cost of the proposed trim - INR 11.85
17. The estimated cost saved on the driver's side - 23.61 - 11.23 + 24.89 - 11.85 = 12.38 + 13.04 = INR 25.42
18. The current cost of the co-driver-side LH trim - INR 19.38
19. The estimated cost of the proposed trim - INR 9.22
20. The current cost of the co-driver-side RH trim - INR 23.77
21. The estimated cost of the proposed trim - INR 11.30
22. The estimated cost saved on the co-driver side - 19.38 - 9.22 + 23.77 - 11.30 = 10.16 + 12.47 = INR 22.63

23. The total weight saved = 20.07 + 17.91 = 37.98g
24. The total cost saved = 25.42 + 22.63 = INR 48.05",nan,INR 138.0,0.04,TBD,Finance,KD,2311-IP-ID-11,Replace PC-ABS with PP-TD40 in the manufacture of the Front-Row Air Vent Casings in MGI,Potential saving evaluation of RM level is required to take this with SGMW for further discussions.,INR 138.0,Kalp,nan
VAVE-SWI-056,Quarter Lower Insulation removal,None,INR 244.8,Complete NVH trial,None,None,INR 0.0,0.00,OK,PE,"KD/LC    LC
KD/LC    LC
Name: 12, dtype: object",VAVE-SWI-056,Quarter Lower Insulation removal,Complete NVH trial,INR 0.0,Narendra/ Ratnadeep,2024-06-21 00:00:00
2311-PRODUCT-ID-02,"Replace the Plastic Caps mounted onto the doors, hood, and tailgate (total 14) with adhesive stickers.",NaN,INR 0.0,nan,"The estimated cost saving will be updated once the costing is done.
1. Per Kg cost of PC- ABS - INR 311.17
2. Weight of the Type 1 cap used in MGI - 1.39g
3. Weight of the Type 2 cap used in MGI - 1.14g
4. Cost of the Type 1 caps - 0.43*4 = INR 1.73
5. Cost of the Type 2 caps - 0.35*10 = INR 3.5
6. Weight of the proposed stickers - 0.2g
7. Per Kg cost of adhesive stickers - INR 250 (assumption)
8. Cost of a single sticker - INR 0.05
9. The estimated cost saving on caps = (3.5 + 1.73) - (0.05*14) = 5.23 - 0.7 = INR 4.53
10. The estimated weight saving on caps = ((1.39*4) + (1.14*10)) - (0.2*14) = 16.96 - 2.8 = 14.16g",nan,INR 130.0,0.02,NG,nan,KD,2311-PRODUCT-ID-02,"Replace the Plastic Caps mounted onto the doors, hood, and tailgate (total 14) with adhesive stickers.",nan,INR 130.0,nan,nan
2311-PRODUCT-ID-23,Redesign the Tailgate Bumper Stops in MGI into an 'L' shape reducing the length from 74mm to 40mm,NaN,INR 0.0,"1. Confirm with homeroom
2. Confirm for cost saving and tooling requirement.Homeroom ideas to be bunched up and taken up for implementation at program level
","The evaluation is done before teardown, the values will change after the costing
1. Per Kg rate of PA-66 - INR 450 (assumed)
2. Current weight of the bumper stop - body frame - 99g
3. Current cost of the bumper stop - INR 44.55
4. Assumed weight of the proposed bumper stop - 70g
5. The cost of the proposed bumper stop - INR 31.5
6. The estimated weight saved - 99-70 = 29*2 = 58g (both ends)
7. The estimated cost saved - 44.55 - 31.5 = 13.05*2 = INR 26.1 (both ends)

8. Per Kg rate of bolts - INR 150
9. Assumed weight of the proposed M4 bolts - 5*4 = 20g
10. The estimated cost of the bolts - 0.75*4 = INR 3

11. The total weight saved = 58 - 20 = 38g
12. The total cost saved =  26.1 - 3 = INR 23.1",nan,INR 71.0,0.04,NG,PE/ Finance,KD,2311-PRODUCT-ID-23,Redesign the Tailgate Bumper Stops in MGI into an 'L' shape reducing the length from 74mm to 40mm,"1. Confirm with homeroom
2. Confirm for cost saving and tooling requirement.Homeroom ideas to be bunched up and taken up for implementation at program level
",INR 71.0,"1.Himanshu
2. Sruhti",nan
2311-ET-ID-25,Replace ABS with PP-T20 in the manufacture of the reflector casing,NaN,INR 0.0,nan,"The evaluation is done before teardown, the values will change after the costing,
1. Per Kg rate of ABS - INR 300 (assumed)
2. Per Kg rate of PP-T20 - INR 200 (assumed)
3. The current weight of the component = 90.6g (assumed)
4. The estimated weight after the material change = 78.24g
5. The current cost of the component = INR 27.18
6. The estimated cost = INR 15.64

7. The estimated weight saved = 90.6 - 78.24 = 12.36g
8. The estimated cost saved = 27.18 - 15.64 = INR 11.54",nan,INR 122.0,0.01,TBD,nan,nan,2311-ET-ID-25,Replace ABS with PP-T20 in the manufacture of the reflector casing,nan,INR 122.0,nan,nan
2311-EL-ID-17,Replace the oxygen sensors used in MGI with the oxygen sensors used in KIA,NaN,INR 0.0,"Homeroom ideas to be bunched up and taken up for implementation at program level
","The evaluation is done before teardown, the values will change after the costing,
1. The cost of the current oxygen sensors - INR 897.19
2. The current weight - 100g
3. The cost of the proposed oxygen sensors - INR 785.22
4. The estimated weight - 91g

5. The estimated cost saved on a pair = 897.19 - 785.22 = 111.97*2 = (223.94 - 15% tolerance) = INR 190.34
6. The estimated weight saved on a pair = 100 - 91 = 9*2 = 18g",nan,INR 139.0,0.02,Hold,PE,KD,2311-EL-ID-17,Replace the oxygen sensors used in MGI with the oxygen sensors used in KIA,"Homeroom ideas to be bunched up and taken up for implementation at program level
",INR 139.0,Manish Jaju,2024-02-20 00:00:00
VAVE-SWI-057,"DP, Tailgate insulation change from PP PET to PET Felt",None,INR 0.0,"Confirm on Supplier feedback (Feasibility, Savings, Investment)",None,None,INR 0.0,0.00,TBD,PSCM,"KD/LC    LC
KD/LC    LC
Name: 13, dtype: object",VAVE-SWI-057,"DP, Tailgate insulation change from PP PET to PET Felt","Confirm on Supplier feedback (Feasibility, Savings, Investment)",INR 0.0,Akhil,2024-06-15 00:00:00
2311-PRODUCT-ID-25,Reduce the overall length of the Windshield Washer Fluid Reservoir neck by 30mm,NaN,INR 2.6,nan,"The evaluation is done before teardown, the values will change after the costing.
1. Per Kg rate of PP - INR 130.35
2. The weight of the area removed - 20g
3. The estimated cost of the area removed - INR 2.60

4. The total weight saved after redesigning = 20g
5. The total cost saved after redesigning = INR 2.60",nan,INR 69.0,0.02,NG,nan,LC,2311-PRODUCT-ID-25,Reduce the overall length of the Windshield Washer Fluid Reservoir neck by 30mm,nan,INR 69.0,nan,nan
2311-FS-ID-03,Reduce the average wall thickness of the Baffle Plates present within the fuel tank assembly of MGI from 0.7mm to 0.6mm as seen in the fuel tank assembly of KIA,NaN,INR 0.0,nan,"The evaluation is done before teardown, the values will change after the costing,
1. Per Kg rate of Steel - INR 180
2. The current weight of Plate 1 = 508g
3. The estimated weight of the proposed plate = 435.4g
4. The estimated weight saved = 508 - 435.4 = 72.6g
5. The current weight of Plate 2 = 433g
6. The estimated weight of the proposed plate = 371.1g
7. The estimated weight saved = 433 - 371.1 = 61.9g
8. The current weight of Plate 3 = 202g
9. The estimated weight of the proposed plate = 173.1g
10. The estimated weight saved = 202 - 173.1 = 28.9g
11. The current cost of Plate 1 = INR 91.44
12. The estimated cost of the proposed plate = INR 78.37
13. The estimated cost saved = INR 13.07
14. The current cost of Plate 2 = INR 77.94
15. The estimated cost of the proposed plate = INR 66.79
16. The estimated cost saved = 77.94 - 66.79 = INR 11.15
17. The current cost of Plate 3 = INR 36.36
18. The estimated cost of the proposed plate = INR 31.15
19. The estimated cost saved = 36.36 - 31.15 = INR 5.21

20. The total weight saved = 72.6 + 61.9 + 28.9 = 163.4g
21. The total cost saved = 13.07 + 11.15 + 5.21 = INR 29.43",nan,INR 75.0,0.16,NG,nan,nan,2311-FS-ID-03,Reduce the average wall thickness of the Baffle Plates present within the fuel tank assembly of MGI from 0.7mm to 0.6mm as seen in the fuel tank assembly of KIA,nan,INR 75.0,nan,nan
2311-IP-ID-13,Replace POM with PA6-GF30 in the manufacture of Glove Box Lock Pins 1 & 2 within the IP assembly of MGI,NaN,INR 0.0,nan,"The evaluation is done before teardown, the values will change after the costing,
1. Per Kg rate of POM - INR 230 (assumed)
2. Per Kg rate of PA6-GF30 - INR 195 (assumed)
3. The current weight of Pin 1 = 20.14g
4. The estimated weight of the proposed pin = 15.99g
5. The current weight of Pin 2 = 18.16g
6. The estimated weight of the proposed pin = 14.42g
7. The estimated weight savings on both pins = 20.14 - 15.99 + 18.16 - 14.42 = 4.15 + 4.04 = 8.18g
8. The current cost of Pin 1 = INR 4.63
4. The estimated cost of the proposed pin = INR 3
5. The current cost of Pin 2 = INR 4.17
6. The estimated cost of the proposed pin = INR 2.73
7. The estimated cost savings on both pins = 4.6 - 3 + 4.17 - 2.73 = 1.6 + 1.44 = INR 3.04",nan,INR 87.0,0.01,TBD,nan,nan,2311-IP-ID-13,Replace POM with PA6-GF30 in the manufacture of Glove Box Lock Pins 1 & 2 within the IP assembly of MGI,nan,INR 87.0,nan,nan
